,rating,playback_used,ebird_code,channels,date,duration,filename,species,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,bitrate_of_mp3,file_type,background,xc_id,url,country,author,primary_label,longitude,time,recordist,license,fpath
11589,3.0,no,houspa,1 (mono),2017-10-08,15,XC471450.mp3,House Sparrow,XC471450 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Falaise des Hirondelles, Saint Joseph",-21.3826,48000 (Hz),alarm call,30 m,320000 (bps),mp3,,471450,https://www.xeno-canto.org/471450,France,Cedric Mroczko,Passer domesticus_House Sparrow,55.6197,10:50,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC471450.mp3
11593,3.0,no,houspa,2 (stereo),2019-04-12,31,XC468177.mp3,House Sparrow,XC468177 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"W 14 St/Hudson St (near  New York), New York County, New York",40.7406,44100 (Hz),song,10 m,320000 (bps),mp3,,468177,https://www.xeno-canto.org/468177,United States,Giuseppe Speranza,Passer domesticus_House Sparrow,-74.0046,15:50,Giuseppe Speranza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC468177.mp3
11595,3.0,no,houspa,1 (mono),2019-02-14,43,XC456744.mp3,House Sparrow,XC456744 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Ottawa, Ottawa Division, Ontario",45.3879,44100 (Hz),"call, song",80 m,128186 (bps),mp3,,456744,https://www.xeno-canto.org/456744,Canada,Dan Minor,Passer domesticus_House Sparrow,-75.7425,08:00,Dan Minor,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC456744.mp3
11597,3.0,no,houspa,2 (stereo),2019-01-29,67,XC454444.mp3,House Sparrow,XC454444 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Santa Maria, Mato Santo Espírito(near  Tavira), Tavira, Faro",37.1379,48000 (Hz),"call, song",30 m,320000 (bps),mp3,,454444,https://www.xeno-canto.org/454444,Portugal,Nelson Conceição,Passer domesticus_House Sparrow,-7.6303,17:09,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC454444.mp3
11598,3.0,no,houspa,2 (stereo),2019-01-29,45,XC454442.mp3,House Sparrow,XC454442 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Santa Maria, Mato Santo Espírito(near  Tavira), Tavira, Faro",37.1379,48000 (Hz),"call, song",30 m,320000 (bps),mp3,,454442,https://www.xeno-canto.org/454442,Portugal,Nelson Conceição,Passer domesticus_House Sparrow,-7.6303,17:07,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC454442.mp3
11600,3.0,no,houspa,2 (stereo),2019-01-29,22,XC454440.mp3,House Sparrow,XC454440 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Santa Maria, Mato Santo Espírito(near  Tavira), Tavira, Faro",37.1379,48000 (Hz),song,30 m,320000 (bps),mp3,,454440,https://www.xeno-canto.org/454440,Portugal,Nelson Conceição,Passer domesticus_House Sparrow,-7.6303,14:45,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC454440.mp3
11602,3.0,no,houspa,1 (mono),2018-07-26,7,XC449172.mp3,House Sparrow,XC449172 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Alamos, Sonora",27.0149,44100 (Hz),call,300 m,128000 (bps),mp3,,449172,https://www.xeno-canto.org/449172,Mexico,Richard E. Webster,Passer domesticus_House Sparrow,-108.9351,17:44,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC449172.mp3
11603,3.0,no,houspa,2 (stereo),2016-04-28,36,XC447648.mp3,House Sparrow,XC447648 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"London Borough of Southwark (near  London), Greater London, England",51.5027,48000 (Hz),song,0 m,192000 (bps),mp3,,447648,https://www.xeno-canto.org/447648,United Kingdom,David Darrell-Lambert,Passer domesticus_House Sparrow,-0.0798,07:00,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC447648.mp3
11604,3.0,no,houspa,2 (stereo),2018-12-25,99,XC447435.mp3,House Sparrow,XC447435 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Ablis, Yvelines, Île-de-France",48.5274,44100 (Hz),"alarm call, call, various calls",160 m,320000 (bps),mp3,,447435,https://www.xeno-canto.org/447435,France,Stanislas Wroza,Passer domesticus_House Sparrow,1.8918,09:30,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC447435.mp3
11606,3.0,no,houspa,1 (mono),2018-10-27,14,XC443505.mp3,House Sparrow,XC443505 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Research Flats on campus, University of Dar es salaam",-6.7832,48000 (Hz),"call, male",100 m,320000 (bps),mp3,,443505,https://www.xeno-canto.org/443505,Tanzania,Louis A. Hansen,Passer domesticus_House Sparrow,39.2033,15:31,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC443505.mp3
11612,3.0,no,houspa,1 (mono),2018-10-27,33,XC443079.mp3,House Sparrow,XC443079 House Sparrow (Passer domesticus),[],no,Passer domesticus,"Research Flats on campus, University of Dar es salaam",-6.7832,48000 (Hz),call,100 m,320000 (bps),mp3,,443079,https://www.xeno-canto.org/443079,Tanzania,Louis A. Hansen,Passer domesticus_House Sparrow,39.2033,06:11,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC443079.mp3
11614,3.0,no,houspa,2 (stereo),2018-10-25,53,XC440680.mp3,House Sparrow,XC440680 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Graaff-Reinet, Western District, Eastern Cape",-32.2572,44100 (Hz),call,750 m,128000 (bps),mp3,,440680,https://www.xeno-canto.org/440680,South Africa,Alan Collett,Passer domesticus_House Sparrow,24.5339,15:00,Alan Collett,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC440680.mp3
11615,3.0,no,houspa,2 (stereo),2018-03-21,6,XC433158.mp3,House Sparrow,XC433158 House Sparrow (Passer domesticus),[],no,Passer domesticus,"Arnhem, Arnhem, Gelderland",51.94,48000 (Hz),"call, nocturnal flight call",10 m,320000 (bps),mp3,,433158,https://www.xeno-canto.org/433158,Netherlands,Joost van Bruggen,Passer domesticus_House Sparrow,5.9038,06:50,Joost van Bruggen,Creative Commons Attribution-ShareAlike 4.0,dozenspecies/houspa/XC433158.mp3
11616,3.0,,houspa,2 (stereo),2018-06-09,32,XC419748.mp3,House Sparrow,XC419748 House Sparrow (Passer domesticus),[],,Passer domesticus,"Örnsköldsvik, Örnsköldsvik Municipality, Västernorrlands län",63.286,44100 (Hz),"call, song",10 m,192000 (bps),mp3,,419748,https://www.xeno-canto.org/419748,Sweden,Urban Lundström,Passer domesticus_House Sparrow,18.6351,12:10,Urban Lundström,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC419748.mp3
11620,3.0,no,houspa,2 (stereo),2017-12-30,510,XC404693.mp3,House Sparrow,XC404693 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Córdoba, Córdoba, Andalucía",37.8776,44100 (Hz),call,100 m,320000 (bps),mp3,,404693,https://www.xeno-canto.org/404693,Spain,Esperanza Poveda,Passer domesticus_House Sparrow,-4.7723,?,Esperanza Poveda,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC404693.mp3
11632,3.0,no,houspa,1 (mono),2017-12-01,17,XC394785.mp3,House Sparrow,XC394785 House Sparrow (Passer domesticus),[],no,Passer domesticus,"Batalha, Batalha, Leiria",39.6685,44100 (Hz),call,110 m,128000 (bps),mp3,,394785,https://www.xeno-canto.org/394785,Portugal,João Tomás,Passer domesticus_House Sparrow,-8.8309,12:30,João Tomás,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC394785.mp3
11638,3.0,no,houspa,2 (stereo),2017-03-20,18,XC381732.mp3,House Sparrow,XC381732 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"doñana visitable, sevilla, andalucía",37.1058,44100 (Hz),"call, female, flight call, male",? m,192000 (bps),mp3,,381732,https://www.xeno-canto.org/381732,Spain,José Carlos Sires,Passer domesticus_House Sparrow,-6.2577,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC381732.mp3
11639,3.0,no,houspa,2 (stereo),2017-06-21,165,XC380915.mp3,House Sparrow,XC380915 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"oualidia, el jadida, marruecos",32.7201,44100 (Hz),"call, female, flight call, male, song",? m,128000 (bps),mp3,,380915,https://www.xeno-canto.org/380915,Morocco,José Carlos Sires,Passer domesticus_House Sparrow,-9.0005,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC380915.mp3
11640,3.0,no,houspa,2 (stereo),2017-06-21,74,XC380914.mp3,House Sparrow,XC380914 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"oualidia, el jadida, marruecos",32.7201,44100 (Hz),"call, female, flight call",? m,128000 (bps),mp3,,380914,https://www.xeno-canto.org/380914,Morocco,José Carlos Sires,Passer domesticus_House Sparrow,-9.0005,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC380914.mp3
11641,3.0,no,houspa,2 (stereo),2017-06-21,39,XC380913.mp3,House Sparrow,XC380913 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"oualidia, el jadida, marruecos",32.7201,44100 (Hz),call,? m,128000 (bps),mp3,,380913,https://www.xeno-canto.org/380913,Morocco,José Carlos Sires,Passer domesticus_House Sparrow,-9.0005,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC380913.mp3
11642,3.0,no,houspa,2 (stereo),2017-06-21,84,XC380911.mp3,House Sparrow,XC380911 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"oualidia, el jadida, marruecos",32.7201,44100 (Hz),"call, female, flight call, male",? m,128000 (bps),mp3,,380911,https://www.xeno-canto.org/380911,Morocco,José Carlos Sires,Passer domesticus_House Sparrow,-9.0005,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC380911.mp3
11643,3.0,no,houspa,2 (stereo),2017-06-21,26,XC380910.mp3,House Sparrow,XC380910 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"oualidia, el jadida, marruecos",32.7201,44100 (Hz),"call, female, flight call, male, song",? m,128000 (bps),mp3,,380910,https://www.xeno-canto.org/380910,Morocco,José Carlos Sires,Passer domesticus_House Sparrow,-9.0005,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC380910.mp3
11644,3.0,no,houspa,2 (stereo),2017-06-21,205,XC380908.mp3,House Sparrow,XC380908 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"oualidia, el jadida, marruecos",32.7201,44100 (Hz),"alarm call, call, female, flight call",? m,128000 (bps),mp3,,380908,https://www.xeno-canto.org/380908,Morocco,José Carlos Sires,Passer domesticus_House Sparrow,-9.0005,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC380908.mp3
11645,3.0,no,houspa,2 (stereo),2017-06-21,28,XC380907.mp3,House Sparrow,XC380907 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"oualidia, el jadida, marruecos",32.7201,44100 (Hz),"female, flight call",? m,128000 (bps),mp3,,380907,https://www.xeno-canto.org/380907,Morocco,José Carlos Sires,Passer domesticus_House Sparrow,-9.0005,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC380907.mp3
11646,3.0,no,houspa,2 (stereo),2017-06-21,29,XC380906.mp3,House Sparrow,XC380906 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"oualidia, el jadida, marruecos",32.7201,44100 (Hz),"female, flight call",? m,128000 (bps),mp3,,380906,https://www.xeno-canto.org/380906,Morocco,José Carlos Sires,Passer domesticus_House Sparrow,-9.0005,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC380906.mp3
11647,3.0,no,houspa,2 (stereo),2017-06-21,91,XC380905.mp3,House Sparrow,XC380905 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"oualidia, el jadida, marruecos",32.7201,44100 (Hz),"call, male, song",? m,128000 (bps),mp3,,380905,https://www.xeno-canto.org/380905,Morocco,José Carlos Sires,Passer domesticus_House Sparrow,-9.0005,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC380905.mp3
11648,3.0,no,houspa,2 (stereo),2017-06-21,175,XC380901.mp3,House Sparrow,XC380901 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"oualidia, el jadida, marruecos",32.7201,44100 (Hz),"alarm call, call, male, song",? m,128000 (bps),mp3,,380901,https://www.xeno-canto.org/380901,Morocco,José Carlos Sires,Passer domesticus_House Sparrow,-9.0005,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC380901.mp3
11649,3.0,no,houspa,2 (stereo),2017-06-21,87,XC380900.mp3,House Sparrow,XC380900 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"oualidia, el jadida, marruecos",32.7201,44100 (Hz),"call, male, song",? m,128000 (bps),mp3,,380900,https://www.xeno-canto.org/380900,Morocco,José Carlos Sires,Passer domesticus_House Sparrow,-9.0005,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC380900.mp3
11650,3.0,no,houspa,2 (stereo),2017-06-21,19,XC380899.mp3,House Sparrow,XC380899 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"oualidia, el jadida, marruecos",32.7201,44100 (Hz),call,? m,128000 (bps),mp3,,380899,https://www.xeno-canto.org/380899,Morocco,José Carlos Sires,Passer domesticus_House Sparrow,-9.0005,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC380899.mp3
11651,3.0,no,houspa,2 (stereo),2017-06-21,75,XC380898.mp3,House Sparrow,XC380898 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"oualidia, el jadida, marruecos",32.7201,44100 (Hz),call,? m,128000 (bps),mp3,,380898,https://www.xeno-canto.org/380898,Morocco,José Carlos Sires,Passer domesticus_House Sparrow,-9.0005,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC380898.mp3
11652,3.0,no,houspa,2 (stereo),2017-06-21,125,XC380896.mp3,House Sparrow,XC380896 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"oualidia, el jadida, marruecos",32.7201,44100 (Hz),call,? m,128000 (bps),mp3,,380896,https://www.xeno-canto.org/380896,Morocco,José Carlos Sires,Passer domesticus_House Sparrow,-9.0005,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC380896.mp3
11653,3.0,no,houspa,2 (stereo),2017-06-21,80,XC380895.mp3,House Sparrow,XC380895 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"oualidia, el jadida, marruecos",32.7201,44100 (Hz),call,? m,128000 (bps),mp3,,380895,https://www.xeno-canto.org/380895,Morocco,José Carlos Sires,Passer domesticus_House Sparrow,-9.0005,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC380895.mp3
11654,3.0,no,houspa,2 (stereo),2017-06-21,36,XC380894.mp3,House Sparrow,XC380894 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"oualidia, el jadida, marruecos",32.7201,44100 (Hz),call,? m,128000 (bps),mp3,,380894,https://www.xeno-canto.org/380894,Morocco,José Carlos Sires,Passer domesticus_House Sparrow,-9.0005,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC380894.mp3
11655,3.0,no,houspa,2 (stereo),2017-06-19,12,XC378551.mp3,House Sparrow,XC378551 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"oualidia, el jadida, marruecos",32.7201,44100 (Hz),"male, song",? m,128000 (bps),mp3,,378551,https://www.xeno-canto.org/378551,Morocco,José Carlos Sires,Passer domesticus_House Sparrow,-9.0005,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC378551.mp3
11656,3.0,no,houspa,1 (mono),2017-04-17,3,XC378153.mp3,House Sparrow,XC378153 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Gedser, Danmarksgade",54.5789,44100 (Hz),"call, male",0 m,127998 (bps),mp3,,378153,https://www.xeno-canto.org/378153,Denmark,Louis A. Hansen,Passer domesticus_House Sparrow,11.9284,07:01,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC378153.mp3
11657,3.0,no,houspa,2 (stereo),2017-06-20,13,XC376967.mp3,House Sparrow,XC376967 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Biel/Bienne, Biel, Bern",47.148,44100 (Hz),song,480 m,128000 (bps),mp3,,376967,https://www.xeno-canto.org/376967,Switzerland,Pascal Christe,Passer domesticus_House Sparrow,7.2521,10:00,Pascal Christe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC376967.mp3
11659,3.0,no,houspa,2 (stereo),2017-06-08,17,XC374431.mp3,House Sparrow,XC374431 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"kilima safari camp,amboseli",-2.7226,48000 (Hz),call,1100 m,320000 (bps),mp3,,374431,https://www.xeno-canto.org/374431,Kenya,isaac kilusu,Passer domesticus_House Sparrow,37.3809,18:12,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC374431.mp3
11660,3.0,no,houspa,2 (stereo),2017-05-19,21,XC373834.mp3,House Sparrow,XC373834 House Sparrow (Passer domesticus),[],no,Passer domesticus,"tawi conservancy,amboseli",-2.7226,48000 (Hz),"+male call, begging call",1200 m,320000 (bps),mp3,,373834,https://www.xeno-canto.org/373834,Kenya,isaac kilusu,Passer domesticus_House Sparrow,37.3809,?,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC373834.mp3
11661,3.0,no,houspa,1 (mono),2017-05-26,48,XC372954.mp3,House Sparrow,XC372954 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Saintes-Maries-de-la-Mer, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",43.4879,44100 (Hz),"begging call, juvenile",0 m,320000 (bps),mp3,,372954,https://www.xeno-canto.org/372954,France,Stanislas Wroza,Passer domesticus_House Sparrow,4.4081,14:00,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC372954.mp3
11662,3.0,,houspa,2 (stereo),2017-05-28,4,XC372744.mp3,House Sparrow,XC372744 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Nufenen, Hinterrhein, Graubünden",46.5395,44100 (Hz),song,1600 m,256432 (bps),mp3,,372744,https://www.xeno-canto.org/372744,Switzerland,Roby,Passer domesticus_House Sparrow,9.2433,11:00,Roby,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC372744.mp3
11664,3.0,,houspa,2 (stereo),2017-05-27,17,XC372737.mp3,House Sparrow,XC372737 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Locarno, Locarno, Ticino",46.1614,44100 (Hz),song,200 m,256573 (bps),mp3,,372737,https://www.xeno-canto.org/372737,Switzerland,Roby,Passer domesticus_House Sparrow,8.7929,09:30,Roby,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC372737.mp3
11665,3.0,,houspa,2 (stereo),2017-05-28,8,XC372735.mp3,House Sparrow,XC372735 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Bellinzona, Bellinzona, Ticino",46.2095,44100 (Hz),song,240 m,255520 (bps),mp3,,372735,https://www.xeno-canto.org/372735,Switzerland,Roby,Passer domesticus_House Sparrow,9.0275,15:30,Roby,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC372735.mp3
11666,3.0,no,houspa,2 (stereo),2017-04-28,49,XC366728.mp3,House Sparrow,XC366728 House Sparrow (Passer domesticus biblicus),[],yes,Passer domesticus,"Qism Ras Ghareb, Red Sea Governorate",28.3461,44100 (Hz),call,20 m,128000 (bps),mp3,,366728,https://www.xeno-canto.org/366728,Egypt,Paulo Alves,Passer domesticus_House Sparrow,33.0863,16:00,Paulo Alves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC366728.mp3
11668,3.0,no,houspa,2 (stereo),2017-04-10,5,XC364508.mp3,House Sparrow,XC364508 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Tartu, Tartu linn, Tartu maakond",58.3715,44100 (Hz),"call, male",70 m,128000 (bps),mp3,,364508,https://www.xeno-canto.org/364508,Estonia,Uku Paal,Passer domesticus_House Sparrow,26.6909,07:00,Uku Paal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC364508.mp3
11669,3.0,no,houspa,1 (mono),2017-03-22,6,XC362041.mp3,House Sparrow,XC362041 House Sparrow (Passer domesticus domesticus),[],yes,Passer domesticus,"Kentrikos Tomeas Athinon (near  Athina), Attica, Attica",37.9692,44100 (Hz),"call, male",100 m,128000 (bps),mp3,,362041,https://www.xeno-canto.org/362041,Greece,Andrea Simoncini,Passer domesticus_House Sparrow,23.7221,11:30,Andrea Simoncini,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC362041.mp3
11670,3.0,no,houspa,1 (mono),2017-03-22,8,XC362040.mp3,House Sparrow,XC362040 House Sparrow (Passer domesticus domesticus),[],yes,Passer domesticus,"Epidavros, Peloponnese, Peloponnisos Dytiki Ellada ke Ionio",37.5938,44100 (Hz),"call, male",320 m,128000 (bps),mp3,,362040,https://www.xeno-canto.org/362040,Greece,Andrea Simoncini,Passer domesticus_House Sparrow,23.0751,11:30,Andrea Simoncini,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC362040.mp3
11679,3.0,no,houspa,2 (stereo),2017-01-31,30,XC358134.mp3,House Sparrow,XC358134 House Sparrow (Passer domesticus indicus),[],no,Passer domesticus,"Al Ain, Eastern Region, Abu Dhabi",24.0638,44100 (Hz),call,1000 m,128000 (bps),mp3,,358134,https://www.xeno-canto.org/358134,United Arab Emirates,James Lidster,Passer domesticus_House Sparrow,55.7761,07:00,James Lidster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC358134.mp3
11681,3.0,no,houspa,2 (stereo),2017-01-16,8,XC351030.mp3,House Sparrow,XC351030 House Sparrow (Passer domesticus domesticus),[],yes,Passer domesticus,"Massachusetts (near  Woburn), Middlesex County, Massachusetts",42.4736,44100 (Hz),"call, female, male, song",10 m,187529 (bps),mp3,,351030,https://www.xeno-canto.org/351030,United States,Melani Sleder,Passer domesticus_House Sparrow,-71.1568,10:00,Melani Sleder,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC351030.mp3
11685,3.0,no,houspa,2 (stereo),2016-06-07,55,XC345829.mp3,House Sparrow,XC345829 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Cut Bank, Glacier County, Montana",48.635,44100 (Hz),call,1100 m,320000 (bps),mp3,,345829,https://www.xeno-canto.org/345829,United States,Thomas Magarian,Passer domesticus_House Sparrow,-112.3305,19:23,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC345829.mp3
11687,3.0,no,houspa,2 (stereo),2016-08-03,24,XC345817.mp3,House Sparrow,XC345817 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Cut Bank, Glacier County, Montana",48.635,48000 (Hz),call,1100 m,320000 (bps),mp3,,345817,https://www.xeno-canto.org/345817,United States,Thomas Magarian,Passer domesticus_House Sparrow,-112.3305,14:43,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC345817.mp3
11688,3.0,no,houspa,2 (stereo),2016-08-03,38,XC345815.mp3,House Sparrow,XC345815 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Cut Bank, Glacier County, Montana",48.635,48000 (Hz),call,1100 m,320000 (bps),mp3,,345815,https://www.xeno-canto.org/345815,United States,Thomas Magarian,Passer domesticus_House Sparrow,-112.3305,14:42,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC345815.mp3
11689,3.0,no,houspa,2 (stereo),2016-07-30,10,XC345805.mp3,House Sparrow,XC345805 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Cut Bank, Glacier County, Montana",48.635,48000 (Hz),call,1100 m,320000 (bps),mp3,,345805,https://www.xeno-canto.org/345805,United States,Thomas Magarian,Passer domesticus_House Sparrow,-112.3305,10:04,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC345805.mp3
11690,3.0,no,houspa,2 (stereo),2016-05-29,15,XC345804.mp3,House Sparrow,XC345804 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"Cut Bank, Glacier County, Montana",48.635,44100 (Hz),call,1100 m,320000 (bps),mp3,,345804,https://www.xeno-canto.org/345804,United States,Thomas Magarian,Passer domesticus_House Sparrow,-112.3305,14:34,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC345804.mp3
11696,3.0,no,houspa,2 (stereo),2016-07-10,702,XC327397.mp3,House Sparrow,XC327397 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"santa maría de la nava, badajoz, extremadura",38.0132,44100 (Hz),"call, female, flight call, male",?? m,112000 (bps),mp3,,327397,https://www.xeno-canto.org/327397,Spain,José Carlos Sires,Passer domesticus_House Sparrow,-6.0785,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC327397.mp3
11697,3.0,no,houspa,2 (stereo),2016-07-10,703,XC327396.mp3,House Sparrow,XC327396 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"santa maría de la nava, badajoz, extremadura",38.0132,44100 (Hz),"call, female, flight call, male",? m,112000 (bps),mp3,,327396,https://www.xeno-canto.org/327396,Spain,José Carlos Sires,Passer domesticus_House Sparrow,-6.0785,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC327396.mp3
11698,3.0,no,houspa,2 (stereo),2016-07-10,728,XC327394.mp3,House Sparrow,XC327394 House Sparrow (Passer domesticus),[],yes,Passer domesticus,"santa maría de la nava, badajoz, extremadura",38.0132,44100 (Hz),"call, female, flight call, male",? m,112000 (bps),mp3,,327394,https://www.xeno-canto.org/327394,Spain,José Carlos Sires,Passer domesticus_House Sparrow,-6.0785,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/houspa/XC327394.mp3
